Carnet,Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,AvanceCarrera_FinAnio1,PAES_Score,CantInsolvencias_Recurrentes,CantRetirosParciales,CantRetirosTotales,CantCambiosCarrera,Ind_PAES,Ind_CUM,Ind_Avance,Ind_Solvencia,Ind_RetiroParcial,Ind_RetiroTotal,Ind_CambioCarrera,Ind_Reprobacion,Ind_BrechaDesercion,IRE_Total,Deserto
CB210449  ,802,2014,1,102302,2021,1,786,0,NULL,5,5,0,1,8.02,5,4,0,0.8,6.45,10,9,0,0.9,7.23,100,7.81,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
CB210696  ,109,2017,1,102301,2021,1,210,0,NULL,4,2,2,0.5,5.54,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,5.54,3.7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
CB210867  ,211,2019,1,102302,2021,1,196,0,NULL,5,5,0,1,8.65,5,5,0,1,8.96,10,10,0,1,8.8,100,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB211233  ,209,2019,2,102302,2021,1,176,0,NULL,5,5,0,1,8.46,5,5,0,1,9.28,10,10,0,1,8.87,100,3.72,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB211753  ,904,2019,9,102302,2021,1,666,0,NULL,4,2,0,0.5,3.9,NULL,NULL,NULL,NULL,NULL,4,2,0,0.5,3.9,4.5,7.9,0,2,0,0,0,1,1,0,1,0,0,0,0,3,1
CB220023  ,301,2016,1,102301,2022,1,188,0,NULL,5,5,0,1,8.75,5,4,0,0.8,6.2,10,9,0,0.9,7.47,19.5,1,8,1,0,0,1,0,0,1,0,0,0,0,0,2,1
CB220069  ,206,2018,1,102301,2022,1,743,0,NULL,3,3,0,1,7.14,2,2,0,1,6.5,5,5,0,1,6.82,88.1,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB220828  ,209,2019,2,102302,2022,1,182,0,NULL,5,5,0,1,8.63,4,4,0,1,8.05,9,9,0,1,8.34,86.3,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB220947  ,219,2018,1,102302,2022,1,478,0,NULL,4,1,2,0.25,3.74,3,3,0,1,8.52,7,4,2,0.5714,6.13,3.6,1.5,8,1,0,1,1,1,1,1,0,0,1,0,0,5,0
CB221617  ,413,2021,2,102301,2022,1,838,0,NULL,5,3,0,0.6,5.43,5,4,0,0.8,6.61,10,7,0,0.7,6.02,63.7,0,8,3,0,0,1,1,0,1,1,0,0,0,0,4,0
CB221727  ,919,2020,9,102301,2022,1,666,0,NULL,5,1,3,0.2,2.04,NULL,NULL,NULL,NULL,NULL,5,1,3,0.2,2.04,0,0,5,1,0,0,1,1,1,1,0,0,0,0,0,4,1
CB221855  ,104,2017,2,102302,2022,1,74,0,NULL,4,3,0,0.75,6.28,7,7,0,1,8.16,11,10,0,0.9091,7.22,23.8,8.26,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0
CB222056  ,904,2019,9,102301,2022,1,477,0,NULL,4,1,3,0.25,3.77,3,0,3,0,0.03,7,1,6,0.1429,1.9,2.3,0,10,0,0,0,1,1,1,1,0,0,0,0,0,4,1
CB230193  ,403,2023,1,102302,2023,1,767,0,NULL,5,5,0,1,7.45,5,5,0,1,7.82,10,10,0,1,7.63,28.1,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB230360,103,2022,1,102301,2023,1,152,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,0,4,3,1,0,1,1,1,1,1,1,0,0,0,6,1
CB231095,206,2018,1,102301,2023,1,445,0,NULL,3,3,0,1,9.68,3,3,0,1,9.12,6,6,0,1,9.4,61.9,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB231365,301,2023,2,102302,2023,1,317,0,NULL,4,4,0,1,8.27,4,3,1,0.75,8.37,8,7,1,0.875,8.32,68.7,7.91,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CB232086  ,206,2018,1,102301,2023,1,330,0,NULL,3,3,0,1,7.97,2,2,0,1,7.14,5,5,0,1,7.55,15.5,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB232775,627,2023,9,102302,2023,1,18,0,NULL,3,3,0,1,9.35,3,3,0,1,9.01,6,6,0,1,9.18,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB240243,106,2024,1,102301,2024,1,603,0,NULL,4,4,0,1,8.73,4,4,0,1,7.56,8,8,0,1,8.15,38.1,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB241550  ,215,2024,1,102302,2024,1,285,0,NULL,5,5,0,1,6.67,5,5,0,1,7.3,10,10,0,1,6.99,47.8,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB242271,901,2024,9,102302,2024,1,596,0,NULL,5,0,5,0,0.28,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.28,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
CB242555,919,2024,9,102301,2024,1,394,0,NULL,5,5,0,1,9.42,5,5,0,1,8.69,10,10,0,1,9.06,50,0.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CB242691  ,441,2018,1,102302,2024,1,152,0,NULL,6,6,0,1,8.19,6,6,0,1,8.28,12,12,0,1,8.24,50,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
CB242733,409,2024,2,102302,2024,1,548,0,NULL,5,5,0,1,9.36,5,5,0,1,9.46,10,10,0,1,9.41,100,7.94,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200067  ,702,2014,1,102301,2020,1,259,0,NULL,5,5,0,1,7.88,5,4,1,0.8,7.44,10,9,1,0.9,7.66,27.1,8.83,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200280  ,301,2016,1,102302,2020,1,489,0,NULL,5,5,0,1,7.11,5,4,1,0.8,7.23,10,9,1,0.9,7.17,44.4,5.55,2,1,0,0,1,0,0,1,0,0,0,0,0,2,0
CC200295  ,702,2014,1,102301,2020,1,209,0,NULL,5,2,3,0.4,6.91,4,4,0,1,8.08,9,6,3,0.6667,7.49,100,8.01,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200300  ,702,2014,1,102301,2020,1,248,0,NULL,5,5,0,1,8.1,5,5,0,1,8.6,10,10,0,1,8.35,100,8.54,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200344  ,104,2017,1,102301,2020,1,303,1,50,4,4,0,1,8.8,5,5,0,1,8.4,9,9,0,1,8.6,94,7.63,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200345  ,109,2017,1,102301,2020,1,578,0,NULL,5,5,0,1,7.65,4,3,1,0.75,7.16,9,8,1,0.8889,7.4,84.7,8.28,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200480  ,219,2018,1,102302,2020,1,585,0,NULL,3,0,3,0,2.09,NULL,NULL,NULL,NULL,NULL,3,0,3,0,2.09,0,4.89,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
CC200510  ,802,2014,1,102302,2020,1,319,0,NULL,5,4,1,0.8,7.22,5,4,0,0.8,6.45,10,8,1,0.8,6.84,70,2.71,5,1,0,0,1,0,0,1,0,0,0,0,0,2,0
CC200578  ,106,2017,1,102301,2020,1,703,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,7.1,5,0,4,0,0,1,1,1,0,1,0,0,0,4,1
CC200655  ,702,2014,1,102302,2020,1,400,1,100,5,3,2,0.6,6.89,4,3,1,0.75,7.35,9,6,3,0.6667,7.12,13,8.21,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CC200716  ,301,2016,1,102301,2020,1,250,0,NULL,5,4,1,0.8,6.12,5,2,2,0.4,5.14,10,6,3,0.6,5.63,65.7,3.13,5,1,0,0,1,1,0,1,0,0,0,0,0,3,0
CC200848  ,219,2018,1,102302,2020,1,161,0,NULL,2,2,0,1,8.46,2,2,0,1,8.94,4,4,0,1,8.7,65.5,7.43,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200854  ,403,2019,1,102301,2020,1,152,0,NULL,5,5,0,1,6.72,4,4,0,1,7.4,9,9,0,1,7.06,100,8.16,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC200982  ,209,2019,1,102302,2020,1,653,0,NULL,5,5,0,1,8.64,5,5,0,1,8.7,10,10,0,1,8.67,100,8.04,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC201220  ,301,2017,1,102302,2020,1,481,0,NULL,8,3,1,0.375,3.29,5,4,1,0.8,6.33,13,7,2,0.5385,4.81,0,6.93,3,0,4,1,0,1,1,1,0,1,1,0,0,5,0
CC201412  ,104,2017,1,102302,2020,1,179,0,NULL,4,3,1,0.75,7.08,3,3,0,1,7.69,7,6,1,0.8571,7.39,17.9,8.03,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC201488  ,409,2019,1,102301,2020,1,211,0,NULL,5,5,0,1,7.28,NULL,NULL,NULL,NULL,NULL,5,5,0,1,7.28,100,7.7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CC201565  ,104,2017,2,102301,2020,1,188,0,NULL,5,5,0,1,8.05,4,3,0,0.75,5.83,9,8,0,0.8889,6.94,21.4,7.53,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1
CC201600  ,301,2016,1,102301,2020,1,319,0,NULL,5,5,0,1,8.86,5,5,0,1,7.86,10,10,0,1,8.36,100,7.9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC201660  ,219,2018,2,102302,2020,1,682,0,NULL,4,4,0,1,8.54,3,3,0,1,9.18,7,7,0,1,8.86,58.8,7.56,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC201815  ,802,2014,1,102302,2020,1,471,0,NULL,5,4,1,0.8,7.51,NULL,NULL,NULL,NULL,NULL,5,4,1,0.8,7.51,20.9,7.59,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CC201823  ,104,2017,2,102301,2020,1,379,0,NULL,5,3,2,0.6,6.87,4,3,1,0.75,6.51,9,6,3,0.6667,6.69,16.7,8.19,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC201848  ,211,2019,1,102301,2020,1,153,0,NULL,5,4,0,0.8,6.09,4,4,0,1,7.4,9,8,0,0.8889,6.75,76.4,7.73,2,2,0,0,0,0,0,1,1,0,0,0,0,2,0
CC202011  ,202,2016,2,102302,2020,1,283,0,NULL,4,4,0,1,7.96,5,5,0,1,8.51,9,9,0,1,8.23,100,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC202021  ,618,2020,2,102301,2020,1,18,0,NULL,3,0,3,0,0,NULL,NULL,NULL,NULL,NULL,3,0,3,0,0,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
CC202065  ,202,2016,2,102301,2020,1,502,0,NULL,6,6,0,1,8.17,NULL,NULL,NULL,NULL,NULL,6,6,0,1,8.17,13.3,7.7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CC202096  ,206,2018,1,102302,2020,1,576,0,NULL,3,3,0,1,9.21,2,2,0,1,9.35,5,5,0,1,9.28,100,8.19,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC202178  ,902,2019,9,102302,2020,1,580,0,NULL,5,1,4,0.2,3.36,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,3.36,5,7.7,2,0,0,0,0,1,1,1,0,0,0,0,0,3,1
CC202417  ,302,2016,1,102302,2020,1,785,0,NULL,4,4,0,1,7.44,4,4,0,1,7.76,8,8,0,1,7.6,91.8,5.28,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC202432  ,904,2019,9,102301,2020,1,29,0,NULL,4,1,3,0.25,2.39,NULL,NULL,NULL,NULL,NULL,4,1,3,0.25,2.39,2.3,8.19,3,0,0,0,0,1,1,1,0,0,0,0,0,3,1
CC202535  ,903,2019,9,102302,2020,1,341,0,NULL,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,79.5,4.62,5,0,6,0,1,1,0,1,0,1,0,0,0,4,1
CC202543  ,104,2017,1,102301,2020,1,369,0,NULL,3,1,1,0.3333,3.88,NULL,NULL,NULL,NULL,NULL,3,1,1,0.3333,3.88,1.8,5.45,2,1,0,0,1,1,1,1,0,0,0,0,0,4,1
CC202682  ,203,2016,1,102301,2020,1,424,0,NULL,4,4,0,1,7.93,4,4,0,1,8.58,8,8,0,1,8.25,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CC202722  ,618,2020,2,102302,2020,1,18,1,66.67,3,3,0,1,10,4,4,0,1,9.9,7,7,0,1,9.95,100,1,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC202736  ,618,2020,2,102301,2020,1,18,0,NULL,3,3,0,1,9.85,4,4,0,1,9.2,7,7,0,1,9.53,100,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC202766  ,909,2019,9,102302,2020,1,785,0,NULL,5,5,0,1,7.75,5,5,0,1,8.12,10,10,0,1,7.94,100,5.8,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC202816  ,444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.81,5,5,0,1,8.78,12,12,0,1,8.8,88.89,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC202817  ,444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,7.93,5,5,0,1,8.1,12,12,0,1,8.01,94.9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC202887  ,914,2020,9,102301,2020,1,112,0,NULL,5,5,0,1,8.61,5,0,0,0,0,10,5,0,0.5,4.3,25,8.16,2,0,5,0,0,1,0,1,0,1,0,0,0,3,1
CC202982  ,609,2020,2,102301,2020,1,18,0,NULL,4,4,0,1,8.98,4,4,0,1,8.93,8,8,0,1,8.96,100,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210036  ,101,2017,1,102301,2021,1,349,0,NULL,4,2,0,0.5,3.42,NULL,NULL,NULL,NULL,NULL,4,2,0,0.5,3.42,3.7,6.39,0,2,0,0,0,1,1,0,1,0,0,0,0,3,1
CC210058  ,702,2014,1,102301,2021,1,296,0,NULL,5,3,1,0.6,6.29,NULL,NULL,NULL,NULL,NULL,5,3,1,0.6,6.29,5.1,8.01,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1
CC210108  ,409,2019,1,102302,2021,1,57,0,NULL,5,5,0,1,7.92,4,3,1,0.75,7.17,9,8,1,0.8889,7.55,100,0.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210168  ,409,2019,2,102301,2021,1,1157,1,100,5,5,0,1,8.55,5,5,0,1,7.45,10,10,0,1,8,100,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210238  ,702,2014,1,102302,2021,1,285,0,NULL,5,0,5,0,2.22,3,0,3,0,0.3,8,0,8,0,1.26,14.5,2.48,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0
CC210514  ,702,2014,1,102301,2021,1,65,0,NULL,5,5,0,1,7.83,4,4,0,1,7.38,9,9,0,1,7.6,93.2,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210603  ,301,2016,1,102302,2021,1,309,0,NULL,5,5,0,1,8.86,4,4,0,1,8.53,9,9,0,1,8.69,100,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210609  ,219,2018,2,102302,2021,1,357,0,NULL,3,3,0,1,9.18,3,3,0,1,9.2,6,6,0,1,9.19,85.3,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210621  ,109,2017,1,102302,2021,1,176,0,NULL,4,3,1,0.75,7.59,5,2,1,0.4,4.88,9,5,2,0.5556,6.23,27,8.04,4,2,0,0,0,1,0,1,1,0,0,0,0,3,0
CC210650  ,106,2017,1,102301,2021,1,35,0,NULL,4,2,2,0.5,5.67,2,1,1,0.5,5.32,6,3,3,0.5,5.49,5.4,3.25,4,0,0,0,1,1,1,1,0,0,0,0,0,4,0
CC210728  ,104,2017,2,102302,2021,1,563,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,1,0,0,0,4,1
CC210829  ,206,2018,1,102302,2021,1,35,0,NULL,3,3,0,1,8.78,2,2,0,1,8.37,5,5,0,1,8.57,88.1,7.52,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC210836  ,413,2021,1,102302,2021,1,264,0,NULL,5,5,0,1,8.21,4,4,0,1,8.7,9,9,0,1,8.45,100,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC210891  ,105,2017,1,102302,2021,1,35,0,NULL,4,3,1,0.75,7.45,4,2,0,0.5,3.27,8,5,1,0.625,5.36,72.5,1,4,3,0,0,1,1,0,1,1,0,0,0,0,4,0
CC211085  ,219,2018,1,102301,2021,1,586,0,NULL,4,4,0,1,8.07,NULL,NULL,NULL,NULL,NULL,4,4,0,1,8.07,10.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
CC211335  ,106,2017,2,102301,2021,1,379,0,NULL,5,5,0,1,7.57,3,1,0,0.3333,2.39,8,6,0,0.75,4.98,20.5,1.5,4,3,0,0,1,1,0,1,1,0,0,0,0,4,0
CC211469  ,401,2019,1,102301,2021,1,21,0,NULL,4,2,2,0.5,4.55,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,4.55,1.8,6.14,0,0,0,1,0,1,1,0,0,0,1,0,0,3,1
CC211691  ,402,2019,1,102301,2021,1,767,0,NULL,6,6,0,1,8.27,4,3,0,0.75,6.11,10,9,0,0.9,7.19,100,1.5,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
CC211733  ,904,2019,9,102302,2021,1,92,0,NULL,4,2,2,0.5,6.03,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,6.03,4.5,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
CC211738  ,219,2018,1,102301,2021,1,471,0,NULL,4,4,0,1,7.49,3,3,0,1,7.46,7,7,0,1,7.47,29.4,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC211765  ,802,2014,1,102302,2021,1,187,0,NULL,4,0,4,0,0.03,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0.03,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
CC211832  ,701,2019,1,102301,2021,1,484,0,NULL,6,4,0,0.6667,5.4,6,0,0,0,0,12,4,0,0.3333,2.7,15.9,7.78,4,2,6,0,0,1,0,1,1,1,0,0,0,4,1
CC212038  ,303,2016,1,102302,2021,1,1156,0,NULL,5,3,2,0.6,7.14,NULL,NULL,NULL,NULL,NULL,5,3,2,0.6,7.14,15.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC212069  ,409,2019,2,102302,2021,1,1249,0,NULL,6,6,0,1,8.3,4,2,2,0.5,5.79,10,8,2,0.8,7.05,42.5,7.27,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CC212105  ,211,2019,1,102301,2021,1,296,0,NULL,3,3,0,1,8.11,3,2,0,0.6667,4.92,6,5,0,0.8333,6.52,85.1,7.57,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
CC212165  ,409,2019,2,102302,2021,1,728,0,NULL,5,5,0,1,8.9,NULL,NULL,NULL,NULL,NULL,5,5,0,1,8.9,24.1,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC212232  ,102,2017,1,102302,2021,1,361,0,NULL,4,3,1,0.75,7.71,4,2,1,0.5,4.19,8,5,2,0.625,5.95,21.1,1,4,1,0,0,1,1,0,1,0,0,0,0,0,3,0
CC212337  ,413,2021,1,102301,2021,1,641,0,NULL,5,5,0,1,7.85,4,2,2,0.5,5.15,9,7,2,0.7778,6.5,57.5,0,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0
CC212389  ,902,2019,9,102301,2021,1,202,0,NULL,5,1,4,0.2,4.04,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,4.04,5,7.56,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
CC212421  ,904,2019,9,102301,2021,1,471,0,NULL,6,0,6,0,0.64,NULL,NULL,NULL,NULL,NULL,6,0,6,0,0.64,0,3.64,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0
CC212467  ,303,2016,1,102301,2021,1,615,0,NULL,5,3,1,0.6,5.57,4,4,0,1,7.88,9,7,1,0.7778,6.72,16.4,7.94,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
CC212582  ,104,2017,1,102301,2021,1,74,0,NULL,4,0,4,0,1.75,NULL,NULL,NULL,NULL,NULL,4,0,4,0,1.75,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
CC212687  ,617,2020,1,102301,2021,1,18,0,NULL,4,4,0,1,8.5,4,4,0,1,8.35,8,8,0,1,8.43,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CC220118  ,105,2017,1,102302,2022,1,317,0,NULL,4,2,0,0.5,4.3,4,2,1,0.5,5.05,8,4,1,0.5,4.67,7.8,1.5,8,3,0,0,1,1,1,1,1,0,0,0,0,5,0
CC220192  ,206,2018,1,102302,2022,1,488,0,NULL,3,3,0,1,7.62,2,2,0,1,7.62,5,5,0,1,7.62,61.9,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220218  ,104,2017,2,102301,2022,1,30,0,NULL,4,3,0,0.75,6,4,4,0,1,7.34,8,7,0,0.875,6.67,52.4,1.8,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220270  ,109,2017,1,102301,2022,1,152,0,NULL,4,4,0,1,7.73,4,2,0,0.5,4.31,8,6,0,0.75,6.02,17.2,1.5,8,2,0,1,1,1,0,1,1,0,1,0,0,5,0
CC220274  ,103,2017,1,102301,2022,1,21,1,100,5,5,0,1,8.19,5,5,0,1,7.61,10,10,0,1,7.9,21.2,8.16,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CC220291  ,219,2018,2,102302,2022,1,543,0,NULL,3,3,0,1,7.77,4,0,0,0,0,7,3,0,0.4286,3.89,8.5,0.5,8,0,4,0,1,1,1,1,0,1,0,0,0,5,1
CC220326  ,105,2017,1,102302,2022,1,347,1,99.1,4,4,0,1,8.74,4,4,0,1,7.19,8,8,0,1,7.97,84.4,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220410  ,209,2019,2,102302,2022,1,153,0,NULL,5,5,0,1,8.44,5,5,0,1,7.91,10,10,0,1,8.17,88.8,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220483  ,104,2017,1,102302,2022,1,420,0,NULL,4,0,4,0,2.92,NULL,NULL,NULL,NULL,NULL,4,0,4,0,2.92,0,1,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
CC220538  ,702,2022,1,102301,2022,1,558,0,NULL,4,2,0,0.5,4.38,3,0,3,0,0.93,7,2,3,0.2857,2.66,5.6,0,8,2,0,0,1,1,1,1,1,0,0,0,0,5,1
CC220545  ,802,2022,1,102302,2022,1,786,0,NULL,5,5,0,1,7.86,5,5,0,1,8.12,10,10,0,1,7.99,100,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220573  ,105,2017,1,102301,2022,1,1249,0,NULL,6,1,3,0.1667,2.46,3,0,3,0,1.12,9,1,6,0.1111,1.79,1.8,1.5,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
CC220683  ,702,2022,1,102301,2022,1,193,0,NULL,4,1,2,0.25,4.87,3,2,0,0.6667,4.31,7,3,2,0.4286,4.59,30.9,1.5,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
CC220758  ,303,2017,1,102301,2022,1,330,0,NULL,4,0,0,0,0,5,5,0,1,8.47,9,5,0,0.5556,4.24,0,0.5,8,0,4,1,1,1,1,1,0,1,1,0,0,6,0
CC220802  ,209,2019,2,102301,2022,1,24,0,NULL,5,5,0,1,8.45,NULL,NULL,NULL,NULL,NULL,5,5,0,1,8.45,13,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,1
CC220847  ,209,2019,2,102301,2022,1,580,0,NULL,5,5,0,1,8.01,5,5,0,1,8.03,10,10,0,1,8.02,88.8,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220871  ,104,2017,2,102301,2022,1,1328,0,NULL,4,3,0,0.75,6.19,5,4,1,0.8,7.03,9,7,1,0.7778,6.61,14.9,1,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220891  ,203,2022,1,102302,2022,1,1374,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,0,4,0,4,0,1,1,1,1,0,1,0,0,0,5,1
CC220940  ,413,2021,2,102302,2022,1,398,0,NULL,5,0,5,0,0.46,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.46,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
CC220970  ,209,2019,1,102301,2022,1,330,0,NULL,5,4,1,0.8,7.65,5,4,0,0.8,6.21,10,8,1,0.8,6.93,48.4,1.5,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
CC220986  ,103,2017,1,102301,2022,1,102,0,NULL,5,5,0,1,8.57,5,5,0,1,9.11,10,10,0,1,8.84,23.6,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221063  ,409,2019,2,102301,2022,1,666,0,NULL,5,5,0,1,9.16,5,5,0,1,8.85,10,10,0,1,9,100,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221152  ,206,2018,1,102302,2022,1,75,1,100,3,3,0,1,8.91,3,3,0,1,9.02,6,6,0,1,8.97,88.1,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221359  ,209,2019,2,102302,2022,1,153,1,50,5,5,0,1,9.36,4,4,0,1,9.52,9,9,0,1,9.44,88.8,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221381  ,625,2022,2,102302,2022,1,238,0,NULL,3,3,0,1,9.88,3,3,0,1,9.8,6,6,0,1,9.84,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221420  ,404,2019,1,102301,2022,1,448,0,NULL,5,4,1,0.8,7.29,5,3,2,0.6,6.64,10,7,3,0.7,6.97,41,0,8,0,0,0,1,0,0,1,0,0,0,0,0,2,1
CC221554  ,401,2019,1,102301,2022,1,413,0,NULL,4,4,0,1,7.58,4,4,0,1,7.45,8,8,0,1,7.51,100,5.36,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221949  ,209,2019,2,102302,2022,1,558,0,NULL,5,5,0,1,8.69,5,4,1,0.8,8.13,10,9,1,0.9,8.41,86.3,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
CC221970  ,919,2020,9,102302,2022,1,166,0,NULL,6,1,5,0.1667,3,3,2,1,0.6667,7.32,9,3,6,0.3333,5.16,27.5,1.5,10,0,0,0,1,1,0,1,0,0,0,0,0,3,0
